name,spider_type,spider,job_id,captcha_failures_count,captcha_requests_count,captcha_sucesses_count,download_exceptions_count,request_bytes,request_count,response_bytes,response_count,response_200_count,response_301_count,response_302_count,response_307_count,response_400_count,response_403_count,response_404_count,response_405_count,response_407_count,response_408_count,response_410_count,response_500_count,response_502_count,response_503_count,response_504_count,request_filtered_count,items_scraped_count,items_dropped_count,requests_dequeued_count,requests_enqueued_count,total_inserted,created,modified
wed-amazonct,WEDS,amazonwed,ac4a2c91-4731-4817-91ee-4a92eaf011d6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wed-amazonmn,WEDS,amazonwed,afa21c17-3ba0-4a87-9c72-c5d6b8de2819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fun-millermosterrobbins,FUN,frontrunnernew,b11d31ae-61e6-495b-9bba-5ef53087249c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fun-scalzotaylor,FUN,CFSlistings,b2f0475b-5c77-431d-8620-e8d25fd18393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wed-amazonil,WEDS,amazonwed,b325f8d5-84b1-4dc0-8b95-9bc7c45618b6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fun-libbyfuneralhome,FUN,frontrunnernew,b44d1d13-ef66-42ee-98c2-a93433477938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wed-amazonmo,WEDS,amazonwed,b7461d32-11aa-403a-8eb3-c240c158467c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obit-tributespa-h,OBIT,tributes_alpha,b860b216-6911-41c3-a2a3-25523ede4421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fun-contefh,FUN,fun-frazer,b9286e30-7c84-4a6a-8df9-ee7b22e088f7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obit-legacy-thewellingtonenterprise,OBIT,obitLegacy,ba29cbea-76d0-4912-ab11-052369c93471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wed-sharonherald,WEDS,wed-cnhi,baa692af-2364-487b-aa21-1ea8984cf65f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fun-smithfamilymortuaries-wichita,FUN,frontrunnernew,bb28c230-4e8d-47c6-9293-6ded09e10b63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wed-amazonne,WEDS,amazonwed,bcf33414-3652-4750-8a4d-f18998aaff52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wed-amazonsd,WEDS,amazonwed,c05cc79a-d942-40db-9925-e31838d40dff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fun-peerystclairfuneralhome,FUN,batesville,c25dcd79-4c8c-4c77-8045-886dd70663c2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fsbo-kijiji-on-norfolk,FSBO,kijiji,c5aaffd5-65dd-4ce4-9710-1eaf7103978a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fsbo-forsalebyowner-wa,FSBO,forSaleByOwner,c818a9a4-2dbb-4cbf-b72d-a66e710358ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fun-rushfamilycareservice,FUN,CFSlistings,ca793276-7869-4bba-a0e1-0714154fdf67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fun-barnegatfh,FUN,CFSlistings,cb627c5c-b543-4cf3-b81e-55a2cd4fba6d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wed-amazonnv,WEDS,amazonwed,cc9708bc-533b-42a7-a319-7b980968f62a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fun-brownmackfuneralhome,FUN,CFSphp,cdbf51dc-65e3-4c94-82e9-659859715ee8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obit-oakridger,OBIT,gatehouse,ce0a9db5-5df7-40e7-9d93-f1987da89691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fun-chechefuneralhome,FUN,CFSlistings,cf795bf0-3978-428e-bc03-4d8e15622aca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wed-palmbeachcounty,WEDS,palmbeachcountywed,d32a7c38-2bad-45f4-b1e4-a2af1f45a8f7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obit-legacy-morningsun,OBIT,obitLegacy,d412571a-e9e3-4695-92b7-a3e18fc93bfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wed-amazonal,WEDS,amazonwed,d4f4b1f5-d922-45a4-bef2-273d05a46522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fun-wwwmodetzfuneralhomescom,FUN,fun-frazer,d6ed7961-ddbe-4f3f-b0b1-8f8a9de7c1e8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fun-breslinfuneralhome,OBIT,currentobituary,d8a348d9-ff42-49cf-81c5-5915735415b7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wed-amazonwi,WEDS,amazonwed,dc85d48a-6232-489c-80c5-878fc63f9c56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fun-whiteemersonmortuary,FUN,funeralinnovations,e2baab39-3d2f-4862-82db-cf4d2af4593f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wed-amazonga,WEDS,amazonwed,e8934be5-285a-4133-9117-ed25ee565bb4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fsbo-zillowtn-dyer,FSBO,zillowbot,ea461115-3e7f-4112-a481-78f6c31208fe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wed-amazonar,WEDS,amazonwed,ed5cfac6-0a92-4663-ac3f-d019944ede17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fun-marescasonsfuneralhome,FUN,CFSlistings,ed6d7b24-c334-4bf7-8474-246e73470cf0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fun-silasfrichardsonsoninc,FUN,CFSlistings,ed71874f-9348-44f4-9281-32828f382d33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fun-lakesdunsonrobertson,FUN,batesville,eedae596-4c5c-439e-818c-c6ede7541544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wed-amazonpa,WEDS,amazonwed,ef912a0c-2363-40a8-8bb7-4269fda800ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wed-amazonoh,WEDS,amazonwed,f07c38af-f232-4e18-a6c1-23d679ffef1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wed-amazonnc,WEDS,amazonwed,f1091b22-c249-4f88-a81e-fabfc248055e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wed-amazontn,WEDS,amazonwed,f1a27cee-b2e6-4dc9-85f1-6ece2dd224bf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fun-drakewhaleymccartyfuneralhome,FUN,CFSlistings,f1cbf80e-fca0-4517-98e4-6a2932102201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wed-amazonaz,WEDS,amazonwed,f2efb2cd-7f51-4997-aaf4-97bf051aa6e3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fun-dooleyfuneralhome,FUN,fun-frazer,f38ccacd-e16b-45b9-bb8d-0325b9c3aa79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fun-fagenmillerfuneralhomes,FUN,CFSlistings,f6249618-c0dc-424b-8c6c-53b231101003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fsbo-zillowtx-harrison,FSBO,zillowbot,f6bb1081-daea-4069-b464-537f6d96d878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fun-cockrellfh,FUN,batesville,f8aa3d16-2837-49c1-b3e8-88c492b43d78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fun-geschefh,FUN,batesville,f9501af6-4f04-437e-82f5-b3470e5ac4f5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wed-amazonwy,WEDS,amazonwed,f9fde217-9c99-47fb-8e6c-a47bdea6d874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fun-ettingerfuneralhomeshubenacadi,FUN,funeraltech,fb3b837b-ad2c-4b4f-8e14-c2c84bc28845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wed-amazonor,WEDS,amazonwed,fc475b66-c3a2-45f9-9052-2cf6b9aaea0e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wed-amazonsc,WEDS,amazonwed,fe5eb816-9816-4998-95a6-05a518dc8908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obit-legacy-jimboombatimes-au,OBIT,obitLegacy,ffadc345-2771-4f5b-91b9-ddaea7436a7c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
